1,0.000000000,17,10.12.28.101,10.12.28.1,,,53096,53,60,20,,,,,
2,0.087422000,17,10.12.28.1,10.12.28.101,,,53,53096,76,20,,,,,
3,0.095311000,6,10.12.28.101,199.188.200.142,49163,80,,,52,20,0x0002,32,,,
4,0.160786000,6,199.188.200.142,10.12.28.101,80,49163,,,44,20,0x0012,24,,,
5,0.160967000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
6,0.161506000,6,10.12.28.101,199.188.200.142,49163,80,,,342,20,0x0018,20,,,
7,0.161515000,6,199.188.200.142,10.12.28.101,80,49163,,,40,20,0x0010,20,,,
8,0.282832000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
9,0.282941000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
10,0.283184000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
11,0.283281000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
12,0.283633000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
13,0.283639000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
14,0.283662000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
15,0.283664000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
16,0.283666000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
17,0.283757000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
18,0.283840000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
19,0.285080000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
20,0.285089000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
21,0.285431000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
22,0.296829000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
23,0.355008000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
24,0.355287000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
25,0.355447000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
26,0.355745000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
27,0.355758000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
28,0.355762000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
29,0.355904000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
30,0.357151000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
31,0.357163000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
32,0.357165000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
33,0.357168000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
34,0.357170000,6,199.188.200.142,10.12.28.101,80,49163,,,580,20,0x0018,20,,,
35,0.357316000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
36,0.357712000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
37,0.357718000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
38,0.357858000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
39,0.357864000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
40,0.358079000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
41,0.431088000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
42,0.431155000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
43,0.431442000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
44,0.431585000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
45,0.431594000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
46,0.431980000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
47,0.431993000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
48,0.431997000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
49,0.432241000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
50,0.432435000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
51,0.432447000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
52,0.433261000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
53,0.433562000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
54,0.438938000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
55,0.439158000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
56,0.439163000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
57,0.439314000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
58,0.439320000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
59,0.439524000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
60,0.440255000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
61,0.440267000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
62,0.440433000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
63,0.441180000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
64,0.441199000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
65,0.441203000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
66,0.441205000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
67,0.441207000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
68,0.441209000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
69,0.441417000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
70,0.502686000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
71,0.502702000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
72,0.502900000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
73,0.503192000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
74,0.503204000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
75,0.503457000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
76,0.503468000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
77,0.503470000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
78,0.503472000,6,199.188.200.142,10.12.28.101,80,49163,,,948,20,0x0018,20,,,
79,0.503474000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
80,0.503777000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
81,0.503783000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
82,0.503995000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
83,0.504002000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
84,0.504097000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
85,0.504528000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
86,0.510105000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
87,0.510545000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
88,0.510553000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
89,0.510555000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
90,0.510673000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
91,0.510679000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
92,0.510952000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
93,0.511196000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
94,0.511206000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
95,0.511505000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
96,0.511513000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
97,0.511620000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
98,0.511758000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
99,0.511766000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
100,0.511956000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
101,0.512026000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
102,0.512213000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
103,0.521885000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
104,0.521904000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
105,0.522472000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
106,0.522485000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
107,0.522488000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
108,0.522493000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
109,0.522496000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
110,0.522499000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
111,0.522503000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
112,0.522931000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
113,0.522937000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
114,0.523108000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
115,0.523116000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
116,0.523119000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
117,0.523244000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
118,0.523507000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
119,0.523683000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
120,0.523843000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
121,0.524305000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
122,0.570149000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
123,0.570191000,6,199.188.200.142,10.12.28.101,80,49163,,,1132,20,0x0018,20,,,
124,0.570274000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
125,0.570446000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
126,0.570569000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
127,0.570744000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
128,0.570888000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
129,0.570895000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
130,0.570898000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
131,0.571162000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
132,0.571169000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
133,0.571399000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
134,0.571801000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
135,0.572093000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
136,0.572100000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
137,0.572102000,6,199.188.200.142,10.12.28.101,80,49163,,,1316,20,0x0018,20,,,
138,0.572105000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
139,0.572244000,6,10.12.28.101,199.188.200.142,49163,80,,,40,20,0x0010,20,,,
140,0.572792000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
141,0.572800000,6,199.188.200.142,10.12.28.101,80,49163,,,1500,20,0x0010,20,,,
142,0.572803000,6,199.188.200.142,10.12.28.101,80,49163,,,948,20,0x0018,20,,,
